COMP_names,S1_exc,T1_exc,S1_T1_split,S1AtoA,S1AtoD,S1DtoA,S1DtoD,T1AtoA,T1AtoD,T1DtoA,T1DtoD,D_HOMO,D_LUMO,D_gap,A_HOMO,A_LUMO,A_gap,D_S1,D_T1,D_split,A_S1,A_T1,A_split,dft_dihedral_norm,SMILES,xyz_file_name,acceptor_index,donor_index
COMP67_230000,3.1256,1.5265,0.0726,0.39249,0.36314,0.06433,0.17702,0.77345,0.13593,0.04768,0.04167,-8.2799,-0.97416,7.3057,-7.4559,-0.39701,7.0589,4.1183,2.4309,-0.7435,3.8528,1.7786,0.2956,46.456,C1(C7=C(C#N)C(Cl)=C(S7)\C=C\C8=C(Cl)C(C#N)=C([H])S8)=C2C(=O)N(C)C([H])=C2C(=O)N1(C),COMP67_230000.xyz,6,7
COMP67_230001,3.1897,1.5852,0.0193,0.34103,0.32253000000000004,0.08674,0.24693,0.70697,0.15014,0.06395,0.07771,-8.2799,-0.97416,7.3057,-7.6804,-0.48762,7.1928,4.1183,2.4309,-0.7435,4.0952,1.8454,0.4044,38.379,C1(C7=C(C#N)C(Cl)=C(S7)\C=C\C8=C(Cl)C(C#N)=C([H])S8)=C2C(=O)N([H])C([H])=C2C(=O)N1([H]),COMP67_230001.xyz,6,7
COMP67_230002,3.051,1.497,0.057,0.42006,0.29107,0.09365,0.1919,0.72611,0.15067,0.0603,0.06147,-8.2799,-0.97416,7.3057,-7.6894,-0.66205,7.0273,4.1183,2.4309,-0.7435,3.684,1.7695,0.145,32.951,C1(C7=C(C#N)C(Cl)=C(S7)\C=C\C8=C(Cl)C(C#N)=C([H])S8)=C2C(=O)N(OC)C([H])=C2C(=O)N1(OC),COMP67_230002.xyz,6,7
COMP67_230003,3.2179,1.7198,-0.2217,0.27294,0.15887,0.21839,0.34582,0.6526,0.12582000000000002,0.09441,0.12547,-8.2799,-0.97416,7.3057,-8.294,-0.83239,7.4616,4.1183,2.4309,-0.7435,4.1485,2.0824,-0.0163,42.357,C1(C7=C(C#N)C(Cl)=C(S7)\C=C\C8=C(Cl)C(C#N)=C([H])S8)=C2C(=O)N(C(=O)OC)C([H])=C2C(=O)N1(C(=O)OC),COMP67_230003.xyz,6,7
COMP67_240000,3.1263,1.6568,-0.1873,0.28708,0.15315,0.21064,0.3461,0.6100399999999999,0.14346,0.10426,0.14092000000000002,-7.3642,-0.26776,7.0965,-7.4559,-0.39701,7.0589,3.991,2.3128,-0.6346,3.8528,1.7786,0.2956,25.264,C1(C7=C(O)C(Cl)=C(S7)\C=C\C8=C(Cl)C(O)=C([H])S8)=C2C(=O)N(C)C([H])=C2C(=O)N1(C),COMP67_240000.xyz,6,7
COMP67_240001,3.0731,1.6304,-0.1877,0.26994,0.16759000000000002,0.20319,0.35673,0.54308,0.15431,0.12365,0.17789000000000002,-7.3642,-0.26776,7.0965,-7.6804,-0.48762,7.1928,3.991,2.3128,-0.6346,4.0952,1.8454,0.4044,17.331,C1(C7=C(O)C(Cl)=C(S7)\C=C\C8=C(Cl)C(O)=C([H])S8)=C2C(=O)N([H])C([H])=C2C(=O)N1([H]),COMP67_240001.xyz,6,7
COMP67_240002,3.0089,1.6214,-0.2339,0.29656,0.16898,0.20614,0.3251,0.5423399999999999,0.1592,0.13022,0.16696,-7.3642,-0.26776,7.0965,-7.6894,-0.66205,7.0273,3.991,2.3128,-0.6346,3.684,1.7695,0.145,8.0583,C1(C7=C(O)C(Cl)=C(S7)\C=C\C8=C(Cl)C(O)=C([H])S8)=C2C(=O)N(OC)C([H])=C2C(=O)N1(OC),COMP67_240002.xyz,6,7
COMP67_240003,3.1019,1.7222,-0.3425,0.21555,0.10291,0.29161,0.38626,0.47014,0.12834,0.17068,0.22928,-7.3642,-0.26776,7.0965,-8.294,-0.83239,7.4616,3.991,2.3128,-0.6346,4.1485,2.0824,-0.0163,30.611,C1(C7=C(O)C(Cl)=C(S7)\C=C\C8=C(Cl)C(O)=C([H])S8)=C2C(=O)N(C(=O)OC)C([H])=C2C(=O)N1(C(=O)OC),COMP67_240003.xyz,6,7
COMP67_300000,3.0996,1.5128,0.07400000000000001,0.31242,0.28304,0.08453,0.31702,0.70916,0.14068,0.06777000000000001,0.08119,-8.026,-0.95185,7.0742,-7.4559,-0.39701,7.0589,3.8843,2.3028,-0.7213,3.8528,1.7786,0.2956,19.637,C1(C7=C([H])C(C#N)=C(S7)\C=C\C8=C(C#N)C([H])=C([H])S8)=C2C(=O)N(C)C([H])=C2C(=O)N1(C),COMP67_300000.xyz,6,7
COMP67_300001,3.1207,1.4929,0.1349,0.27546,0.25675,0.11004,0.35532,0.62441,0.15888,0.08396,0.13180999999999998,-8.026,-0.95185,7.0742,-7.6804,-0.48762,7.1928,3.8843,2.3028,-0.7213,4.0952,1.8454,0.4044,0.73168,C1(C7=C([H])C(C#N)=C(S7)\C=C\C8=C(C#N)C([H])=C([H])S8)=C2C(=O)N([H])C([H])=C2C(=O)N1([H]),COMP67_300001.xyz,6,7
COMP67_300002,3.0927,1.5203,0.0521,0.31166,0.24254,0.10459,0.33817,0.68215,0.14176,0.07616,0.09868,-8.026,-0.95185,7.0742,-7.6894,-0.66205,7.0273,3.8843,2.3028,-0.7213,3.684,1.7695,0.145,9.352,C1(C7=C([H])C(C#N)=C(S7)\C=C\C8=C(C#N)C([H])=C([H])S8)=C2C(=O)N(OC)C([H])=C2C(=O)N1(OC),COMP67_300002.xyz,6,7
COMP67_300003,3.1498,1.6322,-0.1146,0.2234,0.13871,0.19839,0.43589,0.54475,0.13063,0.12614,0.19701,-8.026,-0.95185,7.0742,-8.294,-0.83239,7.4616,3.8843,2.3028,-0.7213,4.1485,2.0824,-0.0163,11.026,C1(C7=C([H])C(C#N)=C(S7)\C=C\C8=C(C#N)C([H])=C([H])S8)=C2C(=O)N(C(=O)OC)C([H])=C2C(=O)N1(C(=O)OC),COMP67_300003.xyz,6,7
COMP67_310000,3.1253,1.5632,-0.0011,0.28399,0.35058,0.055770000000000014,0.30679,0.77012,0.12039,0.0512,0.05703,-8.2837,-1.314,6.9697,-7.4559,-0.39701,7.0589,3.8115,2.2563,-0.7011,3.8528,1.7786,0.2956,38.923,C1(C7=C(F)C(C#N)=C(S7)\C=C\C8=C(C#N)C(F)=C([H])S8)=C2C(=O)N(C)C([H])=C2C(=O)N1(C),COMP67_310000.xyz,6,7
COMP67_310001,3.1669,1.6127,-0.0585,0.21981,0.30394,0.06897,0.40471,0.68605,0.13555,0.06559,0.11163,-8.2837,-1.314,6.9697,-7.6804,-0.48762,7.1928,3.8115,2.2563,-0.7011,4.0952,1.8454,0.4044,31.75,C1(C7=C(F)C(C#N)=C(S7)\C=C\C8=C(C#N)C(F)=C([H])S8)=C2C(=O)N([H])C([H])=C2C(=O)N1([H]),COMP67_310001.xyz,6,7
COMP67_310002,3.0853,1.5548,-0.0243,0.31955,0.29251,0.07742,0.30731,0.7177399999999999,0.13477,0.06337999999999999,0.08277000000000001,-8.2837,-1.314,6.9697,-7.6894,-0.66205,7.0273,3.8115,2.2563,-0.7011,3.684,1.7695,0.145,25.278,C1(C7=C(F)C(C#N)=C(S7)\C=C\C8=C(C#N)C(F)=C([H])S8)=C2C(=O)N(OC)C([H])=C2C(=O)N1(OC),COMP67_310002.xyz,6,7
COMP67_310003,3.2169,1.744,-0.2711,0.20432,0.16515,0.14691,0.48002,0.60545,0.11447,0.09694,0.18147,-8.2837,-1.314,6.9697,-8.294,-0.83239,7.4616,3.8115,2.2563,-0.7011,4.1485,2.0824,-0.0163,35.658,C1(C7=C(F)C(C#N)=C(S7)\C=C\C8=C(C#N)C(F)=C([H])S8)=C2C(=O)N(C(=O)OC)C([H])=C2C(=O)N1(C(=O)OC),COMP67_310003.xyz,6,7
COMP67_320000,3.2933,1.6291,0.0351,0.31698000000000004,0.32367,0.04783,0.3085,0.8571,0.08553,0.03557,0.0205,-8.3403,-1.3072,7.0331,-7.4559,-0.39701,7.0589,3.8416,2.307,-0.7724,3.8528,1.7786,0.2956,55.342,C1(C7=C(Cl)C(C#N)=C(S7)\C=C\C8=C(C#N)C(Cl)=C([H])S8)=C2C(=O)N(C)C([H])=C2C(=O)N1(C),COMP67_320000.xyz,6,7
COMP67_320001,3.0708,1.4956,0.0796,0.28103,0.31223,0.08429,0.31985,0.66125,0.16482,0.07316,0.09977,-8.3403,-1.3072,7.0331,-7.6804,-0.48762,7.1928,3.8416,2.307,-0.7724,4.0952,1.8454,0.4044,2.3273,C1(C7=C(Cl)C(C#N)=C(S7)\C=C\C8=C(C#N)C(Cl)=C([H])S8)=C2C(=O)N([H])C([H])=C2C(=O)N1([H]),COMP67_320001.xyz,6,7
COMP67_320002,3.2045,1.604,-0.0035,0.3811,0.25769000000000003,0.0772,0.28057,0.80685,0.10594,0.04707,0.03866,-8.3403,-1.3072,7.0331,-7.6894,-0.66205,7.0273,3.8416,2.307,-0.7724,3.684,1.7695,0.145,42.327,C1(C7=C(Cl)C(C#N)=C(S7)\C=C\C8=C(C#N)C(Cl)=C([H])S8)=C2C(=O)N(OC)C([H])=C2C(=O)N1(OC),COMP67_320002.xyz,6,7
COMP67_320003,3.3509,1.8495,-0.3481,0.20344,0.12326,0.1692,0.5002800000000001,0.73658,0.08706,0.07199,0.10259,-8.3403,-1.3072,7.0331,-8.294,-0.83239,7.4616,3.8416,2.307,-0.7724,4.1485,2.0824,-0.0163,51.14,C1(C7=C(Cl)C(C#N)=C(S7)\C=C\C8=C(C#N)C(Cl)=C([H])S8)=C2C(=O)N(C(=O)OC)C([H])=C2C(=O)N1(C(=O)OC),COMP67_320003.xyz,6,7
COMP67_330000,3.0829,1.5204,0.0421,0.34566,0.43314,0.0362,0.182,0.78475,0.13785,0.04286,0.03322,-8.8334,-1.6778,7.1555,-7.4559,-0.39701,7.0589,3.9303,2.3775,-0.8247,3.8528,1.7786,0.2956,46.58,C1(C7=C(C#N)C(C#N)=C(S7)\C=C\C8=C(C#N)C(C#N)=C([H])S8)=C2C(=O)N(C)C([H])=C2C(=O)N1(C),COMP67_330000.xyz,6,7
COMP67_330001,3.1673,1.5953,-0.0233,0.31064,0.37275,0.05367,0.26012,0.7296,0.15120999999999998,0.0563,0.06166,-8.8334,-1.6778,7.1555,-7.6804,-0.48762,7.1928,3.9303,2.3775,-0.8247,4.0952,1.8454,0.4044,38.949,C1(C7=C(C#N)C(C#N)=C(S7)\C=C\C8=C(C#N)C(C#N)=C([H])S8)=C2C(=O)N([H])C([H])=C2C(=O)N1([H]),COMP67_330001.xyz,6,7
COMP67_330002,3.0432,1.4937,0.0558,0.41666,0.35143,0.0528,0.17575,0.75262,0.15043,0.05027,0.04522,-8.8334,-1.6778,7.1555,-7.6894,-0.66205,7.0273,3.9303,2.3775,-0.8247,3.684,1.7695,0.145,33.632,C1(C7=C(C#N)C(C#N)=C(S7)\C=C\C8=C(C#N)C(C#N)=C([H])S8)=C2C(=O)N(OC)C([H])=C2C(=O)N1(OC),COMP67_330002.xyz,6,7
COMP67_330003,3.2863,1.7586,-0.2309,0.28335,0.20999,0.12627,0.37647,0.70934,0.12261,0.07392,0.09243,-8.8334,-1.6778,7.1555,-8.294,-0.83239,7.4616,3.9303,2.3775,-0.8247,4.1485,2.0824,-0.0163,44.483,C1(C7=C(C#N)C(C#N)=C(S7)\C=C\C8=C(C#N)C(C#N)=C([H])S8)=C2C(=O)N(C(=O)OC)C([H])=C2C(=O)N1(C(=O)OC),COMP67_330003.xyz,6,7
COMP67_340000,3.0758,1.6501,-0.2244,0.23309,0.17592,0.15403,0.43393,0.6089600000000001,0.14223,0.09039,0.15707000000000002,-7.854,-1.0778,6.7762,-7.4559,-0.39701,7.0589,3.6693,2.1739,-0.6785,3.8528,1.7786,0.2956,25.029,C1(C7=C(O)C(C#N)=C(S7)\C=C\C8=C(C#N)C(O)=C([H])S8)=C2C(=O)N(C)C([H])=C2C(=O)N1(C),COMP67_340000.xyz,6,7
COMP67_340001,3.024,1.6234,-0.2228,0.2207,0.18819,0.15355,0.43494,0.53769,0.1525,0.10916,0.19955,-7.854,-1.0778,6.7762,-7.6804,-0.48762,7.1928,3.6693,2.1739,-0.6785,4.0952,1.8454,0.4044,16.448,C1(C7=C(O)C(C#N)=C(S7)\C=C\C8=C(C#N)C(O)=C([H])S8)=C2C(=O)N([H])C([H])=C2C(=O)N1([H]),COMP67_340001.xyz,6,7
COMP67_340002,2.991,1.6226,-0.2542,0.26122,0.18099,0.16837,0.3861,0.55376,0.15495,0.11399,0.17597000000000002,-7.854,-1.0778,6.7762,-7.6894,-0.66205,7.0273,3.6693,2.1739,-0.6785,3.684,1.7695,0.145,8.1036,C1(C7=C(O)C(C#N)=C(S7)\C=C\C8=C(C#N)C(O)=C([H])S8)=C2C(=O)N(OC)C([H])=C2C(=O)N1(OC),COMP67_340002.xyz,6,7
COMP67_340003,3.1910000000000003,1.8212,-0.4514,0.15194000000000002,0.07057999999999999,0.29121,0.48263,0.6479,0.07497000000000001,0.11062,0.16477,-7.854,-1.0778,6.7762,-8.294,-0.83239,7.4616,3.6693,2.1739,-0.6785,4.1485,2.0824,-0.0163,56.524,C1(C7=C(O)C(C#N)=C(S7)\C=C\C8=C(C#N)C(O)=C([H])S8)=C2C(=O)N(C(=O)OC)C([H])=C2C(=O)N1(C(=O)OC),COMP67_340003.xyz,6,7
COMP67_400000,3.005,1.4226,0.1598,0.27521,0.14952,0.22486,0.34793,0.59255,0.14807,0.10845,0.14995,-6.9226,0.42232,7.3449,-7.4559,-0.39701,7.0589,4.112,2.4498,-0.7876,3.8528,1.7786,0.2956,0.37919,C1(C7=C([H])C(O)=C(S7)\C=C\C8=C(O)C([H])=C([H])S8)=C2C(=O)N(C)C([H])=C2C(=O)N1(C),COMP67_400000.xyz,6,7
COMP67_400001,3.0411,1.465,0.1111,0.22509,0.12815,0.24575,0.39877,0.5505,0.14681,0.11922,0.18255,-6.9226,0.42232,7.3449,-7.6804,-0.48762,7.1928,4.112,2.4498,-0.7876,4.0952,1.8454,0.4044,0.040228,C1(C7=C([H])C(O)=C(S7)\C=C\C8=C(O)C([H])=C([H])S8)=C2C(=O)N([H])C([H])=C2C(=O)N1([H]),COMP67_400001.xyz,6,7
COMP67_400002,2.9594,1.4596,0.0402,0.24018,0.1201,0.25987,0.3769,0.5667800000000001,0.13901,0.12472,0.16819,-6.9226,0.42232,7.3449,-7.6894,-0.66205,7.0273,4.112,2.4498,-0.7876,3.684,1.7695,0.145,9.8944,C1(C7=C([H])C(O)=C(S7)\C=C\C8=C(O)C([H])=C([H])S8)=C2C(=O)N(OC)C([H])=C2C(=O)N1(OC),COMP67_400002.xyz,6,7
COMP67_400003,2.9279,1.495,-0.0621,0.17047,0.07931,0.33923000000000003,0.4077,0.41653,0.12718,0.18745,0.26743,-6.9226,0.42232,7.3449,-8.294,-0.83239,7.4616,4.112,2.4498,-0.7876,4.1485,2.0824,-0.0163,7.4318,C1(C7=C([H])C(O)=C(S7)\C=C\C8=C(O)C([H])=C([H])S8)=C2C(=O)N(C(=O)OC)C([H])=C2C(=O)N1(C(=O)OC),COMP67_400003.xyz,6,7
COMP67_410000,3.2846,1.5876,0.1094,0.37681,0.16701,0.17362,0.2795,0.75359,0.11262,0.06888,0.06367,-7.3177,0.07182999999999999,7.3895,-7.4559,-0.39701,7.0589,4.1607,2.4785,-0.7963,3.8528,1.7786,0.2956,33.841,C1(C7=C(F)C(O)=C(S7)\C=C\C8=C(O)C(F)=C([H])S8)=C2C(=O)N(C)C([H])=C2C(=O)N1(C),COMP67_410000.xyz,6,7
COMP67_410001,3.2627,1.6049,0.0529,0.28259,0.15536,0.19426,0.36512,0.67905,0.12717,0.08429,0.1083,-7.3177,0.07182999999999999,7.3895,-7.6804,-0.48762,7.1928,4.1607,2.4785,-0.7963,4.0952,1.8454,0.4044,30.16,C1(C7=C(F)C(O)=C(S7)\C=C\C8=C(O)C(F)=C([H])S8)=C2C(=O)N([H])C([H])=C2C(=O)N1([H]),COMP67_410001.xyz,6,7
COMP67_410002,3.0726,1.5323,0.008,0.32115,0.15235,0.20885,0.31448000000000004,0.66233,0.13238,0.09351,0.11039000000000003,-7.3177,0.07182999999999999,7.3895,-7.6894,-0.66205,7.0273,4.1607,2.4785,-0.7963,3.684,1.7695,0.145,21.524,C1(C7=C(F)C(O)=C(S7)\C=C\C8=C(O)C(F)=C([H])S8)=C2C(=O)N(OC)C([H])=C2C(=O)N1(OC),COMP67_410002.xyz,6,7
COMP67_410003,3.1161,1.6763,-0.2365,0.20653,0.08356,0.32043,0.38601,0.54351,0.11351,0.14562999999999998,0.19573,-7.3177,0.07182999999999999,7.3895,-8.294,-0.83239,7.4616,4.1607,2.4785,-0.7963,4.1485,2.0824,-0.0163,31.883000000000006,C1(C7=C(F)C(O)=C(S7)\C=C\C8=C(O)C(F)=C([H])S8)=C2C(=O)N(C(=O)OC)C([H])=C2C(=O)N1(C(=O)OC),COMP67_410003.xyz,6,7
COMP67_420000,3.276,1.6118,0.0524,0.35583000000000004,0.15928,0.18253,0.2993,0.8175899999999999,0.09285,0.04972,0.03854,-7.3778,-0.02829,7.3495,-7.4559,-0.39701,7.0589,4.1139,2.4609,-0.8079,3.8528,1.7786,0.2956,51.552,C1(C7=C(Cl)C(O)=C(S7)\C=C\C8=C(O)C(Cl)=C([H])S8)=C2C(=O)N(C)C([H])=C2C(=O)N1(C),COMP67_420000.xyz,6,7
COMP67_420001,3.2584,1.6303,-0.0022,0.26652,0.14409,0.21187,0.37476,0.70694,0.11916,0.07662999999999999,0.09599,-7.3778,-0.02829,7.3495,-7.6804,-0.48762,7.1928,4.1139,2.4609,-0.8079,4.0952,1.8454,0.4044,39.291,C1(C7=C(Cl)C(O)=C(S7)\C=C\C8=C(O)C(Cl)=C([H])S8)=C2C(=O)N([H])C([H])=C2C(=O)N1([H]),COMP67_420001.xyz,6,7
COMP67_420002,3.134,1.5834,-0.0328,0.30989,0.13107,0.23285,0.32286,0.73353,0.11086,0.07549,0.07862000000000001,-7.3778,-0.02829,7.3495,-7.6894,-0.66205,7.0273,4.1139,2.4609,-0.8079,3.684,1.7695,0.145,40.74800000000001,C1(C7=C(Cl)C(O)=C(S7)\C=C\C8=C(O)C(Cl)=C([H])S8)=C2C(=O)N(OC)C([H])=C2C(=O)N1(OC),COMP67_420002.xyz,6,7
COMP67_420003,3.1428,1.7619999999999998,-0.3812,0.18062,0.06131,0.38286,0.37175,0.60948,0.09439,0.12846,0.16592,-7.3778,-0.02829,7.3495,-8.294,-0.83239,7.4616,4.1139,2.4609,-0.8079,4.1485,2.0824,-0.0163,46.335,C1(C7=C(Cl)C(O)=C(S7)\C=C\C8=C(O)C(Cl)=C([H])S8)=C2C(=O)N(C(=O)OC)C([H])=C2C(=O)N1(C(=O)OC),COMP67_420003.xyz,6,7
COMP67_430000,3.0461,1.5012,0.0437,0.33222,0.28067,0.1189,0.26524000000000003,0.72977,0.14221,0.05972,0.06701,-7.8331,-0.54613,7.2869,-7.4559,-0.39701,7.0589,4.0609,2.4714,-0.8819,3.8528,1.7786,0.2956,44.158,C1(C7=C(C#N)C(O)=C(S7)\C=C\C8=C(O)C(C#N)=C([H])S8)=C2C(=O)N(C)C([H])=C2C(=O)N1(C),COMP67_430000.xyz,6,7
COMP67_430001,3.1104,1.5473,0.0158,0.27999,0.23911,0.14873,0.32937,0.65795,0.15297,0.07855,0.10926,-7.8331,-0.54613,7.2869,-7.6804,-0.48762,7.1928,4.0609,2.4714,-0.8819,4.0952,1.8454,0.4044,35.717,C1(C7=C(C#N)C(O)=C(S7)\C=C\C8=C(O)C(C#N)=C([H])S8)=C2C(=O)N([H])C([H])=C2C(=O)N1([H]),COMP67_430001.xyz,6,7
COMP67_430002,2.8976,1.4169999999999998,0.0636,0.31298000000000004,0.21377,0.16985999999999998,0.30006,0.632,0.1624,0.0884,0.11569000000000003,-7.8331,-0.54613,7.2869,-7.6894,-0.66205,7.0273,4.0609,2.4714,-0.8819,3.684,1.7695,0.145,25.104,C1(C7=C(C#N)C(O)=C(S7)\C=C\C8=C(O)C(C#N)=C([H])S8)=C2C(=O)N(OC)C([H])=C2C(=O)N1(OC),COMP67_430002.xyz,6,7
COMP67_430003,3.0247,1.6361,-0.2475,0.1922,0.10617,0.2944,0.40361,0.54228,0.12747999999999998,0.13146,0.19709,-7.8331,-0.54613,7.2869,-8.294,-0.83239,7.4616,4.0609,2.4714,-0.8819,4.1485,2.0824,-0.0163,39.062,C1(C7=C(C#N)C(O)=C(S7)\C=C\C8=C(O)C(C#N)=C([H])S8)=C2C(=O)N(C(=O)OC)C([H])=C2C(=O)N1(C(=O)OC),COMP67_430003.xyz,6,7
COMP67_440000,3.0971,1.663,-0.2289,0.25881,0.11371,0.27099,0.3536,0.59478,0.14013,0.11706,0.14668,-7.0096,0.35538000000000003,7.365,-7.4559,-0.39701,7.0589,4.1703,2.4701,-0.7699,3.8528,1.7786,0.2956,22.713,C1(C7=C(O)C(O)=C(S7)\C=C\C8=C(O)C(O)=C([H])S8)=C2C(=O)N(C)C([H])=C2C(=O)N1(C),COMP67_440000.xyz,6,7
COMP67_440001,3.0662,1.6467,-0.2272,0.25566,0.12826,0.25321,0.36034,0.5383,0.14858,0.13542,0.17661,-7.0096,0.35538000000000003,7.365,-7.6804,-0.48762,7.1928,4.1703,2.4701,-0.7699,4.0952,1.8454,0.4044,15.356,C1(C7=C(O)C(O)=C(S7)\C=C\C8=C(O)C(O)=C([H])S8)=C2C(=O)N([H])C([H])=C2C(=O)N1([H]),COMP67_440001.xyz,6,7
COMP67_440002,2.9961,1.6412,-0.2863,0.26325,0.13033,0.25449,0.34878000000000003,0.51951,0.15281,0.14335,0.18304,-7.0096,0.35538000000000003,7.365,-7.6894,-0.66205,7.0273,4.1703,2.4701,-0.7699,3.684,1.7695,0.145,8.3435,C1(C7=C(O)C(O)=C(S7)\C=C\C8=C(O)C(O)=C([H])S8)=C2C(=O)N(OC)C([H])=C2C(=O)N1(OC),COMP67_440002.xyz,6,7
COMP67_440003,3.0214,1.6973,-0.3732,0.1752,0.07432000000000001,0.35471,0.39227,0.43066,0.12193,0.19267,0.25316,-7.0096,0.35538000000000003,7.365,-8.294,-0.83239,7.4616,4.1703,2.4701,-0.7699,4.1485,2.0824,-0.0163,29.017,C1(C7=C(O)C(O)=C(S7)\C=C\C8=C(O)C(O)=C([H])S8)=C2C(=O)N(C(=O)OC)C([H])=C2C(=O)N1(C(=O)OC),COMP67_440003.xyz,6,7
COMP68_000000,3.5341,1.6428,0.2485,0.66677,0.1568,0.11573,0.05868,0.8305600000000001,0.09049,0.05566,0.02227,-7.8254,1.8814,9.7068,-7.4559,-0.39701,7.0589,5.7916,3.7478,-1.704,3.8528,1.7786,0.2956,42.63399999999999,C1(c7c8OCCOc8c([H])s7)=C2C(=O)N(C)C([H])=C2C(=O)N1(C),COMP68_000000.xyz,6,8
COMP68_000001,3.6041,1.6986,0.2069,0.58727,0.1589,0.16364,0.08839,0.77258,0.11032,0.0757,0.04049,-7.8254,1.8814,9.7068,-7.6804,-0.48762,7.1928,5.7916,3.7478,-1.704,4.0952,1.8454,0.4044,29.251,C1(c7c8OCCOc8c([H])s7)=C2C(=O)N([H])C([H])=C2C(=O)N1([H]),COMP68_000001.xyz,6,8
COMP68_000002,3.4751,1.6618,0.1515,0.60685,0.15987,0.15078,0.08002000000000001,0.75838,0.11637,0.08091,0.0432,-7.8254,1.8814,9.7068,-7.6894,-0.66205,7.0273,5.7916,3.7478,-1.704,3.684,1.7695,0.145,24.918000000000006,C1(c7c8OCCOc8c([H])s7)=C2C(=O)N(OC)C([H])=C2C(=O)N1(OC),COMP68_000002.xyz,6,8
COMP68_000003,3.5712,1.8561,-0.141,0.41258,0.07121,0.38972,0.12365,0.73522,0.09197,0.11912,0.05239,-7.8254,1.8814,9.7068,-8.294,-0.83239,7.4616,5.7916,3.7478,-1.704,4.1485,2.0824,-0.0163,37.304,C1(c7c8OCCOc8c([H])s7)=C2C(=O)N(C(=O)OC)C([H])=C2C(=O)N1(C(=O)OC),COMP68_000003.xyz,6,8
COMP69_000000,3.1383,1.4799,0.1785,0.39464,0.19671,0.17809,0.22856,0.63805,0.15095,0.10202,0.10822,-7.159,0.81089,7.9699,-7.4559,-0.39701,7.0589,4.4993,2.7506,-1.0019,3.8528,1.7786,0.2956,0.19684,C1(C7=CC8=C(S7)C9=C(C8(C)(C))C=C([H])S9)=C2C(=O)N(C)C([H])=C2C(=O)N1(C),COMP69_000000.xyz,6,9
COMP69_000001,3.2069,1.5258,0.1553,0.34953,0.18378,0.19621,0.26887,0.60788,0.15211,0.11045,0.12889,-7.159,0.81089,7.9699,-7.6804,-0.48762,7.1928,4.4993,2.7506,-1.0019,4.0952,1.8454,0.4044,0.082602,C1(C7=CC8=C(S7)C9=C(C8(C)(C))C=C([H])S9)=C2C(=O)N([H])C([H])=C2C(=O)N1([H]),COMP69_000001.xyz,6,9
COMP69_000002,3.1637,1.5286,0.1065,0.36914,0.17185,0.20227,0.25392,0.63244,0.14232999999999998,0.11136,0.11271,-7.159,0.81089,7.9699,-7.6894,-0.66205,7.0273,4.4993,2.7506,-1.0019,3.684,1.7695,0.145,8.9181,C1(C7=CC8=C(S7)C9=C(C8(C)(C))C=C([H])S9)=C2C(=O)N(OC)C([H])=C2C(=O)N1(OC),COMP69_000002.xyz,6,9
COMP69_000003,3.131,1.5799,-0.0288,0.27771,0.1213,0.2937,0.30406,0.4979,0.14095,0.17411,0.18569,-7.159,0.81089,7.9699,-8.294,-0.83239,7.4616,4.4993,2.7506,-1.0019,4.1485,2.0824,-0.0163,6.8895,C1(C7=CC8=C(S7)C9=C(C8(C)(C))C=C([H])S9)=C2C(=O)N(C(=O)OC)C([H])=C2C(=O)N1(C(=O)OC),COMP69_000003.xyz,6,9
COMP69_000010,3.1642,1.4829,0.1984,0.41303,0.2013,0.17146,0.21261,0.64867,0.14984,0.09927,0.10155,-7.2004,0.8383799999999999,8.0388,-7.4559,-0.39701,7.0589,4.5776,2.7949,-1.0122,3.8528,1.7786,0.2956,0.092161,C1(C7=CC8=C(S7)C9=C(C8([H])([H]))C=C([H])S9)=C2C(=O)N(C)C([H])=C2C(=O)N1(C),COMP69_000010.xyz,6,9
COMP69_000011,3.2372,1.5319,0.1734,0.36816,0.18889,0.1901,0.25153000000000003,0.61907,0.15113,0.10801,0.12117,-7.2004,0.8383799999999999,8.0388,-7.6804,-0.48762,7.1928,4.5776,2.7949,-1.0122,4.0952,1.8454,0.4044,0.17712,C1(C7=CC8=C(S7)C9=C(C8([H])([H]))C=C([H])S9)=C2C(=O)N([H])C([H])=C2C(=O)N1([H]),COMP69_000011.xyz,6,9
COMP69_000012,3.1618,1.5095,0.1428,0.39478,0.17929,0.19596,0.22744,0.63276,0.14745999999999998,0.10908,0.10967,-7.2004,0.8383799999999999,8.0388,-7.6894,-0.66205,7.0273,4.5776,2.7949,-1.0122,3.684,1.7695,0.145,4.2201,C1(C7=CC8=C(S7)C9=C(C8([H])([H]))C=C([H])S9)=C2C(=O)N(OC)C([H])=C2C(=O)N1(OC),COMP69_000012.xyz,6,9
COMP69_000013,3.1754,1.6004,-0.0254,0.29027,0.12066,0.29576,0.29034,0.51485,0.13837,0.17088,0.17461,-7.2004,0.8383799999999999,8.0388,-8.294,-0.83239,7.4616,4.5776,2.7949,-1.0122,4.1485,2.0824,-0.0163,9.9741,C1(C7=CC8=C(S7)C9=C(C8([H])([H]))C=C([H])S9)=C2C(=O)N(C(=O)OC)C([H])=C2C(=O)N1(C(=O)OC),COMP69_000013.xyz,6,9
